Site Number;Site Portfolio;Asset Status;State;City;Address;Latitude Decimal;Longitude Decimal;Anchor Tenant Name;Asset Source;Marketable Flag;Asset Class;Asset Type;Site Type;Constructed Date;Acquired Date;Tenant Ready Date;Non Marketable Reason;Site Created On Date;Building Height Asset;Total Height;Structure Height;Tower Extended Flag;Structure Type;Reinforcement Flag;Access Instructions;Building Height;Cliente 1;Cliente 2;Cliente 3;Cliente 4;Cliente 5;Cliente 6;Cliente 7;Cliente 8;Cliente 9;Cliente 10;Cliente 11;Cliente 12;Cliente 13;Cliente 14;Estacao
8093;A;Active;;Rio Grande; RUA ALFREDO SOUZA DO NASCIMENTO 426 S/N  VILA DA QUINTA RIO GRANDE;-7,53125543;-35,08417833;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:32;;;24;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;1007244035
8094;C;Active;;Soledade; AV JULIO DE CASTILHOS 680 S/N  CENTRO SOLEDADE;-7,379083;-37,189111;Tim;Acquired;Y;Rooftop;Tower;;;06/09/2016;09/06/2016;;07/07/2016 15:04;;;4;;Mastil;;;;;;;;;;;;;;;X;;;1007244043
8095;A;Active;;Porto Alegre;AVENIDA DIARIO DE NOTICIAS - nº 300;-7,77459043;-34,89223261;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:32;;;55;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;;;;;;;;;1007267310
8096;C;Active;;Porto Alegre;Rua Orfanotrófio - nº 555;-7,774722;-34,893611;Tim;Acquired;Y;Wireless;Tower;;;06/30/2017;30/06/2017;;06/07/2017 12:31;0;45;45;;Mastil;;;0;;;;;;;;;;;;X;;;1007267329
8097;D;Active;;Porto Alegre;RUA GUILHERME SCHELL - nº 268;-7,77486821;-34,89556597;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;03/30/2012;30/03/2012;;19/10/2015 20:37;;;40;N;Self Support;N;;;;;;;;;;;;;;;X;;1007267337
8098;C;Active;;Porto Alegre;AVENIDA TULIO DE ROSE - nº 100;-8,2262599;-34,94862224;Oi;Built;Y;Wireless;Tower;;08/24/2012;;24/08/2012;;19/10/2015 20:45;;;40;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;;;;;;;;X;;;;;X;;;1007267345
8099;D;Active;;Camaquã;RUA FLORISBELO NETO 1559;-8,190498;-34,92103;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;39;44;5;N;Mastil;N;email;39;;;;;;X;;;;;;X;X;;1007267434
8100;D;Active;;Marau;RUA PRIMEIRA SEÇÃO ZONA OESTE;-8,155645;-34,909906;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;37;42;5;N;Mastil;N;CORREIOS;37;;;;;;X;;;;;;;X;;1007267450
8101;D;Active;;Marau;RUA FRANCISCO BALLARDIN 300;-8,192413;-34,919839;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;31;36;5;N;Mastil;N;E-MAIL;31;;;;;;;;;;;;;;;1007267477
8102;D;Active;;Soledade;AV JULIO DE CASTILHOS 680;-8,18320409;-34,91917754;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;0;3;3;N;Mastil;N;Contato Telefônico Prop./Sind./ correios;0;;;;;;X;;;;;;;X;;1007267507
8103;D;Active;;Rio Grande;RUA ALFREDO SOUZA DO NASCIMENTO 426;-8,205015;-34,9204;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;59;64;5;N;Mastil;N;E-mail;59;;;;;;;;;;;;X;X;;1007267515
8104;D;Active;;Sant'Ana do Livramento;RUA CERRO DO COQUEIRO, S/N,  ARMOUR;-8,170877;-34,914974;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;50;55;5;N;Mastil;N;E-MAIL;50;;;;;;;;;;;;;X;;684586266
8105;D;Active;;Sant'Ana do Livramento;RUA CERRO DO REGISTRO, S/N, REGISTRO;-8,176485;-34,917278;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;;46.7;3;N;Mastil;N;email;;;;;;;;;;;;;;;;684586282
8106;D;Active;;Santa Cruz do Sul;RUA MARECHAL FLORIANO 1372;-8,11014804;-34,97723348;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;;;40;N;Self Support;N;Cadeado Segredo 2709;;;;;;;;;;;;;;X;;683573985
8107;D;Active;;Santa Cruz do Sul;RUA VINTE E OITO DE OUTUBRO, 569;-8,15959283;-34,92973316;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;;;40;N;Self Support;N;Cadeado Segredo 2709;;;;;;;;;;;;;;X;;683573993
8108;D;Active;;Santa Cruz do Sul;AV. MELVIN JONES AO LADO DO 651;-8,16042616;-34,94084436;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;;;60;N;Self Support;N;E-MAIL / CADEADO SEGREDO 2709;;;;;;;;;;;;;;X;;684639289
8109;D;Active;;Nova Esperança do Sul;RUA GARIBALDI, 1394;-8,18431521;-34,92695538;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;;;50.39;N;Self Support;N;Cadeado Segredo 2709;;;;;;;;;;;;;;X;;684998289
8110;D;Active;;Uruguaiana;RUA XV DE NOVEMBRO, 3873 SAO MIGUEL;-8,2209821;-34,92917764;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;;;50;N;Self Support;N;Cadeado Segredo 2709;;;X;;;;;;;;;;;X;;692842098
8111;C;Active;;Uruguaiana;RODOVIA: BR 290;-8,13562581;-34,9465098;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;09/05/2008;;05/09/2008;;19/10/2015 19:54;0;41;41;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;X;;;;;;;X;;686131720
8112;E;Active;;Vacaria;AV. JÚLIO DE CASTILHOS, 925 (CRT);-8,17709294;-34,92473314;BR Towers;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:25;;;40;N;Self Support;N;Cadeado Segredo 2709;;;;;;;;;;;;;X;;;1007385798
8113;B;Active;;Pinheiro Machado;RUA ISRAEL AZAMBUJA, AO LADO DO Nº 425;-8,17414166;-34,939845;Claro;Acquired;Y;Wireless;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:31;0;42.3;42.3;N;Self Support;N;E-mail / Cadeado de segredo 1822;0;;X;;;;X;X;;;;;X;X;;684752905
8114;C;Active;;São Leopoldo;AVENIDA UNISINOS, S/N;-8,218069;-34,931879;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;0;42;42;N;Self Support;N;;0;;;;;;;X;;;;;X;;;674657675
8115;C;Active;;Vale do Sol;RUA HENRIQUE KADEN, 150;-8,09542573;-34,97084453;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;11/04/2008;;04/11/2008;;19/10/2015 19:54;0;41;41;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;X;;;;;;;X;;684762811
8116;E;Active;;Palhoça;Rua Vinte e Quatro de Abril,S/N,Centro;-8,08598122;-34,98584464;BR Towers;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:26;;;50;N;Self Support;N;Cadeado Segredo 2709.;;;;;;;;;;;;;X;;;5342562
8117;B;Active;;Florianópolis;BECO DOS COROAS,513,BARRA DA LAGOA;-8,172484;-35,000908;Claro;Acquired;Y;Wireless;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:32;0;50;50;N;Self Support;N;;0;;X;;;;;;;;;;X;;;5342678
8118;C;Active;;Florianópolis;RUA ANTONIO BORGES DOS SANTOS,S/N,ARMAÇÃO;-8,15931505;-34,92862204;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;30;N;Self Support;N;;;;;;;;;;;;;;X;;;5342686
8119;C;Active;;Canoinhas;RUA RODOLFO SCHEIDE,S/N,JARDIM ESPERANÇA;-8,06820332;-34,99973362;Oi;Built;Y;Wireless;Tower;;07/17/2009;;17/07/2009;;19/10/2015 19:57;0;40;40;N;Self Support;N;CADEADO SEGREDO 1822;0;;;X;;;;X;;;;;;;;5769930
8120;E;Active;;Blumenau;RUA KOELN,142,PONTA AGUDA;-8,18625966;-34,9322332;BR Towers;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:26;;;41;N;Self Support;N;Contato Telefônico Prop./Sind.;;;;;;;;;;;;;X;;;5769949
8121;C;Active;;Blumenau;AVENIDA BRASIL ,351,PONTA AGUDA;-8,21042649;-34,91973312;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;0;4;4;N;Mastil;N;CARTA EM MÃOS;0;;;;;;;;;;;;X;;;323648436
8122;E;Active;;Jaraguá do Sul;RUA MARECHAL FLORIANO PEIXOTO,127,CENTRO;-8,08820342;-35,0264005;BR Towers;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:26;;;40;N;Self Support;N;Cadeado Segredo 2709;;;;;;;;X;;;;;;X;;323648460
8123;E;Active;;Indaial;RUA TIRADENTES,159,CENTRO;-8,167801;-34,922014;Nextel;Acquired;Y;Wireless;Tower;;;12/06/2013;06/12/2013;;19/10/2015 20:53;0;60;60;N;Self Support;N;;0;;;;;;X;;;X;;;;;;323648487
8124;C;Active;;Brusque;RUA PADRE ORLANDO MARIA MURPHY ,S/N,CENTRO;-8,198263;-34,919403;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:10;;47.7;4;N;Mastil;N;E-mail;;;;;;;;;;;;;X;;;323648517
8125;E;Active;;Jaraguá do Sul;RUA IRMAOS MARISTAS ,S/N,CENTRO;-8,08848124;-34,97473345;BR Towers;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:26;;;40;N;Self Support;N;Cadeado Segredo 2709;;;;;;;;X;;;;;X;;;323648525
8126;E;Active;;Barra Velha;RUA MAURO RAMOS,174,CENTRO;-8,212089;-34,926635;Nextel;Acquired;Y;Wireless;Tower;;;12/06/2013;06/12/2013;;19/10/2015 20:53;0;51;51;N;Self Support;N;;0;;;;;;X;;;;;;;;;323648576
8127;C;Active;;Joinville;RUA PRINCESA ISABEL ,457,CENTRO;-8,172641;-34,918427;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;27.7;5;N;Mastil;N;;;;;;;;;;;;;;X;;;323648592
8128;C;Active;;São Francisco do Sul;RODOVIA ACESSO PELA SC 301 ,301,UBATUBA;-8,106439;-35,016827;Oi;Built;Y;Wireless;Tower;;12/29/2011;;29/12/2011;;19/10/2015 20:34;0;40;40;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;;X;;;;;;;;323648606
8129;E;Active;;Criciúma;RUA  ARISTIDES BOLAN ,S/N,MINA BRASIL;-8,15820394;-34,91806641;BR Towers;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:26;18;21;3;N;Mastil;N;E-MAIL;18;;;;;;;X;;;;;;X;;323648690
8130;E;Active;;Gravatal;RODOVIA SÍLVIO JOÃO DE OLIVEIRA ,S/N,MORRO DA TORRE;-8,10322;-34,992967;Nextel;Acquired;Y;Wireless;Tower;;;12/06/2013;06/12/2013;;19/10/2015 20:53;0;50.4;50.4;N;Self Support;N;;0;;;;;;X;;;;;;;;;323648720
8131;C;Active;;Garopaba;MORRO PONTA DO BIGUA               ,S/N,GAROPABA;-8,16320397;-34,91445527;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;30;N;Self Support;N;;;;;;;;;;;;;;X;;;323648738
8132;C;Active;;São José;RUA JOAQUIM ANTONIO VAZ                     ,S/N,CAMPINAS;-8,11783;-35,01822;Oi;Built;Y;Wireless;Tower;;08/24/2012;;24/08/2012;;19/10/2015 20:45;0;40;40;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;0;;;;;;;X;;;;;X;;;323648851
8133;E;Active;;Jaguaruna;RUA DUQUE DE CAXIAS           ,488,CENTRO;-8,21209316;-34,92917764;BR Towers;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:27;;;40;N;Self Support;N;Cadeado Segredo 2709;;;;;;;X;X;;;;;X;X;;323650457
8134;E;Active;;Mafra;VILA ACYLINA ,S/N,RESTINGA;-8,155645;-34,909906;Nextel;Acquired;Y;Rooftop;Tower;;;12/06/2013;06/12/2013;;19/10/2015 20:53;37;42;5;N;Mastil;N;CARTA EM MAOS;37;;;;;;;;;;;;;;;323654070
8135;C;Active;;Rio Negrinho;RUA DO CEMITERIO,S/N,VILA NOVA;-8,11098138;-34,97723348;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:21;;;30;N;Self Support;N;;;;;;;;;;;;;;X;;;323654088
8136;C;Active;;Timbó;RUA MARECHAL DEODORO COM GEN OSÓRIO,S/N,CENTRO;-8,14903718;-34,96945567;Vivo;Built;Y;Wireless;Tower;;10/23/2015;;23/10/2015;;19/10/2015 22:27;;60;60;N;Self Support;N;;;;;;;;;;;;;;;X;;323654100
8137;A;Active;;Chapecó;RUA MARECHAL JOSE B. BORMANN ,72 - E,SAIC;-8,101526;-35,02186;Oi;Acquired;N;Wireless;Tower;;;11/19/2014;19/11/2014;Reallocation;19/10/2015 21:32;0;120;120;N;Self Support;N;Autorização Regional Oi/CGS;0;;X;X;;;;X;;;;;X;X;;323654126
8138;E;Active;;Lages;RUA CORONEL CORDOVA ,294,CENTRO;-8,111338;-35,022899;Nextel;Acquired;Y;Wireless;Tower;;;06/26/2014;26/06/2014;;19/10/2015 21:07;0;50.6;50.6;N;Self Support;N;CHAVE PADRÃO ATC;0;;;;;;X;;;;;;;;;323654150
8139;C;Active;;Lages;MORRO DO PANDOLFO,S/N,ÁREA INDUSTRIAL;-8,12459259;-34,95417776;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;60;N;Self Support;N;;;;;;;;;X;;;;;X;;;323654169
8140;D;Active;;Maravilha;ANTIGA ESTRADA PARA MARAU,S/N,MORADA DO SOL;-8,162552;-34,912618;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:44;;30.4;4;N;Mastil;N;E-MAIL;;;;;;;;;;;;;;X;;323654223
8141;C;Active;;Florianópolis;RUA PROFESSOR BARREIROS FILHO,S/N,ESTREITO;-8,18070408;-34,9183442;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;0;4;4;N;Mastil;N;E-MAIL / CARTA EM MÃOS;0;;;;;;;;;;;;X;;;323656420
8142;C;Active;;Braço do Norte;RUA LUIZ MOREIRA DA SILVA,s/n,FLORESTA;-8,21181536;-34,95751118;Tim;Built;Y;Wireless;Tower;;05/29/2015;;29/05/2015;;19/10/2015 21:53;;40;40;N;Self Support;N;;;;;;;;;;;;;;X;;;323656480
8143;C;Active;;Florianópolis;ESTRADA GERAL DOS INGLESES ,S/N,INGLESES;-8,205015;-34,9204;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;59;63;4;N;Mastil;N;E-MAIL / CARTA EM MÃOS;59;;;;;;;;;;;;X;X;;323656650
8144;C;Active;;Garuva;AVENIDA PARANA,400,CENTRO;-8,07959229;-34,97334454;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;60;N;Self Support;N;;;;;;;;;X;;;;;X;;;323656730
8145;C;Active;;Itapema;RUA 3,S/N,CANTO DA PRAIA;-8,09681463;-34,97167788;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:08;;;42;N;Self Support;N;;;;;;;;;X;;;;;X;;;323656757
8146;C;Active;;Itapoá;AVENIDA DO PRÍNCIPE ,S/N,CENTRO;-8,150387;-34,920422;Tim;Acquired;Y;Wireless;Tower;;;09/30/2015;30/09/2015;;05/11/2015 09:59;0;37;37;N;Self Support;N;;0;;;;;;;X;;;;;X;X;;323656773
8147;C;Active;;Itajaí;ESTACAO DE TRATAMENTO SAO ROQUE,S/N,ESPINHEIRO;-8,190498;-34,92103;Tim;Acquired;Y;Rooftop;Tower;;;09/30/2015;30/09/2015;;05/11/2015 09:58;39;43;4;N;Mastil;N;;39;;;;;;;;;;;;X;;;323656790
8148;C;Active;;Taió;RUA HENRIQUE MULLER,S/N,CENTRO;-8,194278;-34,932389;Tim;Acquired;Y;Wireless;Tower;;;12/16/2015;16/12/2015;;12/01/2016 13:23;;;50;;Self Support;;;;;;;;;;X;;;;;X;;;323656803
8149;C;Active;;Blumenau;RUA  ANGELO DIAS,220,CENTRO;-8,188333;-34,953056;Tim;Acquired;Y;Wireless;Tower;;;06/09/2016;09/06/2016;;07/07/2016 15:02;;;48;;Self Support;;;;;;;;;;;;;;;X;;;323656889
8150;C;Active;;Brusque;RUA BARAO DO RIO BRANCO,105,CENTRO;-8,132083;-34,96975;Tim;Acquired;Y;Wireless;Tower;;;06/09/2016;09/06/2016;;07/07/2016 15:02;;;60;;Self Support;;;;;X;X;;;;;;X;;;X;;;323656897
8151;C;Active;;Blumenau;RUA ENGENHEIRO PAUL WERNER  ,1274,ITOUPAVA SECA;-8,083889;-35,000278;Tim;Acquired;Y;Wireless;Tower;;;06/09/2016;09/06/2016;;07/07/2016 15:02;;;30;;Self Support;;;;;;;;;;;;;;;X;X;;323656900
8152;B;Active;;Blumenau;RUA IPIRANGA,67,GARCIA;-8,156543;-34,936262;Oi;Acquired;Y;Wireless;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:33;0;40;40;N;Self Support;N;CADEADO SEGREDO 0884;0;;;;;;;X;;;;;;;;323656927
8153;C;Active;;Joinville;RUA SAO PAULO ,S/N,FLORESTA;-8,14209271;-34,94501104;Oi;Built;Y;Wireless;Tower;;08/18/2012;;18/08/2012;;19/10/2015 20:45;;;40;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;;;;;;;;X;;;;;;;;323656951
8154;A;Active;;Blumenau;RUA WILHEM GROOSKRUET,S/N,VELHA;-8,72908333;-35,8;BR Towers;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;09/01/2017 16:37;;;24;;Monopole;;;;;;;;;;X;;;;;;;;323657591
8155;C;Active;;Penha;RUA POMERODE,220,ARMACAO;-7,98709063;-36,49280019;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;03/14/2009;;14/03/2009;;19/10/2015 19:55;0;41;41;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;;;;;;;;X;;323657613
8156;D;Active;;Joinville;RUA  BENTO TORQUATO DA ROCHA,S/N,VILA NOVA;-7,984;-36,49689;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;03/30/2012;30/03/2012;;19/10/2015 20:37;;;40;N;Guyed;N;;;;;;;;;;;;;;;X;;323657621
8157;C;Active;;Blumenau;RUA GENERAL OSORIO,S/N,VELHA;-9,24876353;-38,16114669;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;11/03/2014;;03/11/2014;;19/10/2015 21:23;;50;50;N;Self Support;N;;;;;;;;;;;;;;;X;;323657672
8158;D;Active;;Dionísio Cerqueira;AVENIDA SANTA CATARINA,S/N,CENTRO;-9,18431862;-38,26670295;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;12/04/2012;06/30/2012;04/12/2012;;19/10/2015 20:47;;;40;N;Self Support;Y;CADEADO SEGREDO 1822;;;;;;;;;;;;;;X;;323657753
8159;A;Active;;Abelardo Luz;AVENIDA PADRE JOÃO DE SCHIMIDT ,S/N,CENTRO;-7,86542385;-35,59029344;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:32;;;45;N;Self Support;N;Autorização Regional Oi/CGS;;;X;;;;;X;;;;;X;X;;431341907
8160;C;Active;;Blumenau;RUA  SETE DE SETEMBRO ,100,CENTRO;-7,85818333;-35,59912222;Tim;Acquired;Y;Wireless;Tower;;;06/09/2016;09/06/2016;;07/07/2016 15:02;0;60;60;;Self Support;;;0;;;;;;;X;;;;;X;X;;431342920
8161;C;Active;;Balneário Camboriú;RUA 4100 143 ED. SANTOS DUMONT APTO 205 BARRA  SUL,  - BARRA SUL BALNEARIO CAMBORIU;-8,70820615;-36,48835626;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;02/25/2009;;25/02/2009;;19/10/2015 19:55;0;41;41;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;;;;;;;X;X;;431343780
8162;C;Active;;Balneário Camboriú;AVENIDA BRASIL S/N ESQ. CENTRAL CENTRO BALNEARIO CAMBORIU;-8,722222;-36,415028;Tim;Acquired;Y;Wireless;Tower;;;06/09/2016;09/06/2016;;07/07/2016 15:04;;;70;;Self Support;;;;;;;;;;;;;;;X;;;431343799
8163;A;Active;;Balneário Camboriú;RUA 2700 177  CENTRO BALNEARIO CAMBORIU;-8,75931781;-36,18724297;Oi;Acquired;N;Wireless;Tower;;;11/19/2014;19/11/2014;Reallocation;19/10/2015 21:32;;;40;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;;;;;;;;;431343845
8164;C;Active;;Balneário Barra do Sul;RUA DONA INGRACIA      ,S/N,CENTRO;-7,93070225;-35,29445795;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:21;;;60;N;Self Support;N;;;;X;;;;;;;;;;X;;;431343918
8165;A;Active;;Bom Retiro;RUA 14 DE JANEIRO                     ,S/N,CENTRO;-9,10847222;-36,49491667;BR Towers;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;09/02/2017 13:22;;;24;;Self Support;;;;;;;;;;X;;;;;;;;431343969
8166;C;Active;;Chapecó;RUA  FERNANDO MACHADO,3900,LIDER;-8,66515079;-35,91029641;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;03/16/2009;;16/03/2009;;19/10/2015 19:55;0;41;41;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;;;;;;;;X;;431344558
8167;D;Active;;Florianópolis;AVENIDA  PEQUENO PRINCIPE,S/N,CAMPECHE;-8,65122848;-35,90730193;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;03/30/2012;30/03/2012;;19/10/2015 20:37;;;40;N;Self Support;N;;;;;;;;;;;;;;;X;;431344566
8168;C;Active;;Joinville;RUA ORESTE GUIMARAES,S/N,AMERICA;-8,99626021;-40,27366149;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:21;;;40;N;Self Support;N;;;;;;;;;;;;;;X;;;431344850
8169;C;Active;;Capinzal;ESTRADA SANTOS ALMEIDA,S/N,LOTEAMENTO JOAO LAIN;-9,145;-40,32166667;Tim;Acquired;Y;Wireless;Tower;;;09/30/2015;30/09/2015;;05/11/2015 10:04;;;40;N;Self Support;N;;;;;;;;;;;;;;X;;;431344949
8170;C;Active;;Cocal do Sul;RUA PARIS,S/N,JARDIM ELIZABETE;-8,997506;-40,152778;Tim;Acquired;Y;Wireless;Tower;;;12/16/2015;16/12/2015;;12/01/2016 13:23;;;40;;Self Support;;;;;;;;;;;;;;;X;;;431344990
8171;C;Active;;Florianópolis;RUA  DOM JOÃO BECKER,2505,CENTRO;-8,66459491;-36,32113278;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;07/16/2009;;16/07/2009;;19/10/2015 19:55;0;60;60;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;;;;;;;;X;;431345570
8172;A;Active;;Criciúma;AVENIDA  CENTENARIO,3773,CENTRO;-8,74042876;-36,25307678;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:32;;;30;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;431347492
8173;C;Active;;Florianópolis;RODOVIA  ADMAR GONZAGA ,2765,ITACORUBI;-8,66015043;-36,33085507;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:21;;;40;N;Self Support;N;;;;;;;;;X;;;;;X;X;;431353654
8174;A;Active;;Florianópolis;RUA  FELIPE SCHMIDT,S/N,CENTRO;-8,6812617;-36,28918811;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:32;;;24;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;431353700
8175;C;Active;;Florianópolis;RUA CRISPIM MIRA 82, Centro;-8,65876153;-36,32557725;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:21;;;40;N;Self Support;N;;;;;;;;;X;;;;;X;X;X;431353735
8176;A;Active;;Forquilhinha;AVENIDA 25 DE JULHO,S/N,CENTRO;-8,66320601;-36,32224389;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:32;;;50;N;Self Support;N;Autorização Regional Oi/CGS;;;X;;;;;X;;;;;X;X;;431353891
8177;C;Active;;Blumenau;RUA DA GLORIA ,665,GLORIA;-8,67083333;-36,31166667;Tim;Acquired;Y;Wireless;Tower;;;09/30/2015;30/09/2015;;05/11/2015 10:04;;;42;N;Self Support;N;;;;;;;;;X;;;;;X;X;;431354138
8178;C;Active;;Itapema;AVENIDA NEREU RAMOS,1861,CENTRO;-7,87736847;-35,45376465;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;09/16/2008;;16/09/2008;;19/10/2015 19:53;0;41;41;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;;X;;;;;X;X;;431354294
8179;A;Active;;Ibirama;RUA MACHADO DE ASSIS ,S/N,BELA VISTA;-7,81931258;-35,41418098;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:32;;;46;N;Self Support;N;Autorização Regional Oi/CGS;;;;;;;;X;;;;;;;;431354324
8180;C;Active;;Itaiópolis;RUA CORONEL ANTONIO CORREIA,S/N,CENTRO;-7,870556;-35,441139;Tim;Acquired;Y;Wireless;Tower;;;06/30/2017;30/06/2017;;06/07/2017 12:37;0;40;40;;Mastil;;;0;;;;;;;X;;;;;X;X;;431354367
8181;A;Active;;Joinville;RUA IRIRIU               ,1750,IRIRIU;-7,87431289;-35,45612578;Oi;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:32;;;46;N;Self Support;N;Autorização CGS / CHAVE OI;;;X;;;;;X;;;;;X;X;;431354413
8182;C;Active;;Joinville;RUA SANTA IZABEL ITAUM,S/N,João Costa;-7,88726666;-35,44515;Tim;Acquired;Y;Wireless;Tower;;;06/30/2017;30/06/2017;;10/07/2017 08:11;0;30;30;;Self Support;;;0;;;;;;;X;;;;;X;X;;431354480
8183;A;Active;;Itá;MORRO DO MIRANTE                   ,S/N,ZONA RURAL;-7,818756;-35,413889;BR Towers;Acquired;Y;Wireless;Tower;;;07/14/2017;14/07/2017;;01/08/2017 09:24;0;23;23;;Self Support;;;0;;;;;;;X;;;;;;;;431354529
